Warehouse_Source,Country,code,description,category,subcategory,lean_fit,automation_potential,records,buyers,first_date,last_date,median_estimated_value,median_bidders,one_bidder_rows
United Kingdom,United Kingdom,18222000,Corporate clothing,Other,Corporate clothing,15,20,6,4,2024-04-04,2024-12-20,6000000.0,,0
Ireland,Ireland,92111100.0,Training-film and video-tape production.,Other,Training-film and video-tape production.,15,20,6,4,2023-08-03,2025-11-24,230000.0,,0
Canada federal,Canada,*25111534,*Research vessel,Other,*Research vessel,15,20,6,4,2023-11-15,2026-07-22,,,0
Ireland,Ireland,30231000.0,Computer screens and consoles.,Other,Computer screens and consoles.,15,20,6,4,2024-02-21,2026-03-29,285000.0,,0
United Kingdom,United Kingdom,33199000,Medical clothing,Other,Medical clothing,15,20,6,4,2024-01-23,2025-08-22,,,0
Canada federal,Canada,*N5340,"*Hardware, Commercial",Other,"*Hardware, Commercial",15,20,8,1,2024-01-24,2025-11-24,,,0
Canada federal,Canada,*81101516,*Energy or utility consulting service,Other,*Energy or utility consulting service,15,20,7,2,2023-11-02,2025-11-07,,,0
Ireland,Ireland,64121100.0,Mail delivery services.,Other,Mail delivery services.,15,20,6,3,2023-10-25,2025-12-04,40000.0,,0
Ireland,Ireland,64120000.0,Courier services.,Other,Courier services.,15,20,6,3,2024-01-30,2025-07-18,19933170.73,,0
United Kingdom,United Kingdom,35811100,Fire-brigade uniforms,Other,Fire-brigade uniforms,15,20,6,3,2023-12-13,2026-07-15,,,0
Canada federal,Canada,*25131509,*Fixed wing training aircraft or trainer,Other,*Fixed wing training aircraft or trainer,15,20,6,3,2024-09-11,2026-02-11,,,0
United Kingdom,United Kingdom,18220000,Weatherproof clothing,Other,Weatherproof clothing,15,20,5,4,2023-08-07,2025-09-24,,,0
Ireland,Ireland,64100000.0,Post and courier services.,Other,Post and courier services.,15,20,5,4,2023-08-28,2025-11-10,80850.0,,0
Canada federal,Canada,*78131804,*Document storage services,Other,*Document storage services,15,20,5,4,2023-10-12,2025-07-16,,,0
Ireland,Ireland,30232100.0,Printers and plotters.,Other,Printers and plotters.,15,20,5,4,2023-08-02,2024-04-22,150000.0,,0
United Kingdom,United Kingdom,71313100,Noise-control consultancy services,Other,Noise-control consultancy services,15,20,5,4,2023-08-23,2024-07-26,810000.0,,0
Canada federal,Canada,*78102203,*Mailing or mail pick up or delivery services,Other,*Mailing or mail pick up or delivery services,15,20,5,4,2023-12-21,2026-03-04,,,0
Canada federal,Canada,*86101810,*Personnel skills training,Other,*Personnel skills training,15,20,5,4,2024-01-11,2026-01-22,,,0
Ireland,Ireland,71317100.0,Fire and explosion protection and control consultancy services.,Other,Fire and explosion protection and control consultancy services.,15,20,5,4,2024-11-21,2026-01-12,175000.0,,0
Ireland,Ireland,71313100.0,Noise-control consultancy services.,Other,Noise-control consultancy services.,15,20,5,4,2023-12-01,2026-01-19,200000.0,,0
United Kingdom,United Kingdom,64216120,Electronic mail services,Other,Electronic mail services,15,20,5,4,2024-02-12,2025-02-21,960000.0,,0
Canada federal,Canada,*AJ212512,*Communications Network Hardware (R&D),Other,*Communications Network Hardware (R&D),15,20,7,1,2023-09-27,2026-03-11,,,0
Canada federal,Canada,*80101504 *80101508,*Strategic planning consultation services *Business intelligence consulting services,Other,*Strategic planning consultation services *Business intelligence consulting services,15,20,7,1,2024-05-10,2026-07-02,,,0
Ireland,Ireland,45246400.0,Flood-prevention works.,Other,Flood-prevention works.,15,20,6,2,2025-07-04,2025-10-03,127500.0,,0
Ireland,Ireland,45343000.0,Fire-prevention installation works.,Other,Fire-prevention installation works.,15,20,5,3,2023-08-02,2024-06-25,0.0,,0
Ireland,Ireland,90713000.0,Environmental issues consultancy services.,Other,Environmental issues consultancy services.,15,20,5,3,2024-01-04,2025-02-21,162000.0,,0
United Kingdom,United Kingdom,71351200,Geological and geophysical consultancy services,Other,Geological and geophysical consultancy services,15,20,5,3,2024-02-01,2024-12-20,,,0
Ireland,Ireland,30213300.0,Desktop computer.,Other,Desktop computer.,15,20,5,3,2023-08-05,2025-08-19,198700000.0,,0
Ireland,Ireland,80550000.0,Safety training services.,Other,Safety training services.,15,20,5,3,2025-02-28,2026-03-24,221000.0,,0
Canada federal,Canada,*42300000,*Medical training and education supplies,Other,*Medical training and education supplies,15,20,5,3,2023-11-01,2026-02-13,,,0
Ireland,Ireland,18220000.0,Weatherproof clothing.,Other,Weatherproof clothing.,15,20,4,4,2024-08-01,2025-09-12,1000000.0,,0
Ireland,Ireland,71316000.0,Telecommunication consultancy services.,Other,Telecommunication consultancy services.,15,20,4,4,2024-05-02,2026-02-11,2750000.0,,0
France,France,"21,410","Audit,Formation",Other,Services,15,20,4,4,2024-02-14,2025-07-12,,,0
United Kingdom,United Kingdom,30213000,Personal computers,Other,Personal computers,15,20,4,4,2024-10-16,2026-04-17,,,0
Ireland,Ireland,18110000.0,Occupational clothing.,Other,Occupational clothing.,15,20,4,4,2023-09-01,2024-05-17,435000.0,,0
France,France,79212300,"Audit,Prestations de services",Other,Services,15,20,4,4,2023-12-21,2025-07-04,,,0
United Kingdom,United Kingdom,80532000,Management training services,Other,Management training services,15,20,4,4,2023-08-10,2025-02-19,,,0
United Kingdom,United Kingdom,80562000,First-aid training services,Other,First-aid training services,15,20,4,4,2023-10-11,2026-04-14,,,0
France,France,"446,21","Expertise comptable,Audit",Other,Services,15,20,4,4,2024-04-21,2026-07-26,,,0
Ireland,Ireland,30213200.0,Tablet computer.,Other,Tablet computer.,15,20,4,4,2024-06-04,2025-12-18,600000.0,,0
Ireland,Ireland,79212200.0,Internal audit services.,Other,Internal audit services.,15,20,4,4,2023-08-08,2026-02-23,90000.0,,0
United Kingdom,United Kingdom,30213300,Desktop computer,Other,Desktop computer,15,20,4,4,2023-08-02,2025-02-26,250000.0,,0
Canada federal,Canada,*84111502 *84111600,*Financial accounting service *Audit services,Other,*Financial accounting service *Audit services,15,20,4,4,2023-08-24,2026-02-06,,,0
France,France,"433,21","Assistance à maîtrise d'ouvrage,Audit",Other,Services,15,20,4,4,2024-05-12,2026-07-26,,,0
France,France,21,Audit,Other,Fournitures,15,20,4,4,2023-09-14,2026-03-14,,,0
Ireland,Ireland,71311300.0,Infrastructure works consultancy services.,Other,Infrastructure works consultancy services.,15,20,4,4,2025-03-13,2025-12-23,150000.0,,0
France,France,"21,471","Audit,Sondage, enquête",Other,Services,15,20,4,4,2023-10-24,2025-11-09,,,0
United Kingdom,United Kingdom,38511100,Scanning electron microscopes,Other,Scanning electron microscopes,15,20,5,2,2024-10-17,2025-07-25,,,0
United Kingdom,United Kingdom,79342100,Direct marketing services,Other,Direct marketing services,15,20,5,2,2023-11-06,2024-10-25,26000000.0,,0
Canada federal,Canada,*43232605,*Analytical or scientific software,Other,*Analytical or scientific software,15,20,5,2,2024-08-21,2025-02-13,,,0
Ireland,Ireland,80570000.0,Personal development training services.,Other,Personal development training services.,15,20,4,3,2024-07-04,2025-05-14,120000.0,,0
Ireland,Ireland,34134200.0,Tipper trucks.,Other,Tipper trucks.,15,20,4,3,2024-02-20,2025-05-14,450000.0,,0
Ireland,Ireland,79961100.0,Advertising photography services.,Other,Advertising photography services.,15,20,4,3,2024-04-15,2026-01-21,141301.0,,0
Ireland,Ireland,63524000.0,Transport document preparation services.,Other,Transport document preparation services.,15,20,4,3,2023-11-23,2024-10-31,,,0
United Kingdom,United Kingdom,79121000,Copyright consultancy services,Other,Copyright consultancy services,15,20,4,3,2024-08-08,2024-12-05,,,0
United Kingdom,United Kingdom,45246400,Flood-prevention works,Other,Flood-prevention works,15,20,4,3,2024-05-09,2025-04-25,,,0
Ireland,Ireland,34928000.0,Road furniture.,Other,Road furniture.,15,20,4,3,2023-10-16,2024-07-03,30000.0,,0
Canada federal,Canada,*43232107,*Web page creation and editing software,Other,*Web page creation and editing software,15,20,4,3,2024-10-29,2025-05-29,,,0
United Kingdom,United Kingdom,39160000,School furniture,Other,School furniture,15,20,4,3,2023-09-06,2025-09-05,,,0
United Kingdom,United Kingdom,73400000,Research and Development services on security and defence materials,Other,Research and Development services on security and defence materials,15,20,4,3,2024-01-30,2025-05-16,,,0
Canada federal,Canada,*44110000,*Office and desk accessories,Other,*Office and desk accessories,15,20,4,3,2023-09-22,2026-07-15,,,0
Ireland,Ireland,51000000.0,Installation services (except software).,Other,Installation services (except software).,15,20,4,3,2023-09-13,2026-03-10,26250.5,,0
United Kingdom,United Kingdom,22458000,Bespoke printed matter,Other,Bespoke printed matter,15,20,4,3,2023-11-07,2024-09-06,100000.0,,0
Canada federal,Canada,*44120000,*Office supplies,Other,*Office supplies,15,20,4,3,2025-04-17,2026-07-07,,,0
Canada federal,Canada,*80141607,*Events management,Other,*Events management,15,20,4,3,2024-09-17,2026-02-27,,,0
Canada federal,Canada,*56101504 *56101720,*Chairs *Office or work chair,Other,*Chairs *Office or work chair,15,20,4,3,2023-10-13,2025-10-10,,,0
United Kingdom,United Kingdom,39170000,Shop furniture,Other,Shop furniture,15,20,5,1,2024-01-18,2024-06-14,47490000.0,,0
Canada federal,Canada,*U099A,*Business Training,Other,*Business Training,15,20,5,1,2025-04-01,2025-06-26,,,0
Canada federal,Canada,*AJ212516,*Communications Network Software (R&D),Other,*Communications Network Software (R&D),15,20,5,1,2024-07-15,2026-02-16,,,0
Canada federal,Canada,*43232600,*Industry specific software,Other,*Industry specific software,15,20,4,2,2023-11-16,2026-04-30,,,0
Canada federal,Canada,*81141900,*Manufacturing technology research and development services,Other,*Manufacturing technology research and development services,15,20,4,2,2023-12-20,2025-12-09,,,0
Canada federal,Canada,*80141607 *80151504 *80161502,*Events management *Trade promotion services *Meeting planning services,Other,*Events management *Trade promotion services *Meeting planning services,15,20,4,2,2024-09-09,2025-07-31,,,0
Canada federal,Canada,*80140000,*Marketing and distribution,Other,*Marketing and distribution,15,20,4,2,2023-10-31,2026-02-10,,,0
Canada federal,Canada,*84111601,*Year end audits,Other,*Year end audits,15,20,4,2,2023-11-17,2024-10-15,,,0
Ireland,Ireland,33192000.0,Medical furniture.,Other,Medical furniture.,15,20,4,2,2023-11-29,2024-06-13,232500.0,,0
Canada federal,Canada,*72120000 *72121100,*Nonresidential building construction services *Commercial and office building construction services,Other,*Nonresidential building construction services *Commercial and office building construction services,15,20,4,2,2025-08-07,2026-02-03,,,0
United Kingdom,United Kingdom,35710000,"Command, control, communication and computer systems",Other,"Command, control, communication and computer systems",15,20,3,3,2023-09-07,2024-01-19,,,0
France,France,"274,21","Prestations de services,Audit",Other,UNKNOWN,15,20,3,3,2025-06-26,2025-08-26,,,0
France,France,"21,33","Audit,Bâtiment",Other,Services,15,20,3,3,2024-01-26,2026-05-28,,,0
Canada federal,Canada,*81111805,*Proprietary or licensed systems maintenance or support,Other,*Proprietary or licensed systems maintenance or support,15,20,3,3,2023-09-07,2025-07-21,,,0
United Kingdom,United Kingdom,79416200,Public relations consultancy services,Other,Public relations consultancy services,15,20,3,3,2024-06-26,2025-11-21,120.0,,0
United Kingdom,United Kingdom,22462000,Advertising material,Other,Advertising material,15,20,3,3,2024-02-15,2025-08-13,,,0
France,France,79313000,Audit,Other,Services,15,20,3,3,2024-02-20,2025-02-24,,,0
France,France,79000000,"Audit,Prestations de services",Other,Services,15,20,3,3,2023-08-11,2023-12-15,,,0
Canada federal,Canada,*31162300,*Mounting hardware,Other,*Mounting hardware,15,20,3,3,2024-10-18,2025-05-18,,,0
United Kingdom,United Kingdom,30233100,Computer storage units,Other,Computer storage units,15,20,3,3,2024-03-18,2024-11-01,400000.0,,0
Ireland,Ireland,34152000.0,Training simulators.,Other,Training simulators.,15,20,3,3,2023-09-08,2025-05-28,135000.0,,0
France,France,66171000,Audit,Other,Services,15,20,3,3,2023-11-09,2026-01-23,,,0
Ireland,Ireland,50312000.0,Maintenance and repair of computer equipment.,Other,Maintenance and repair of computer equipment.,15,20,3,3,2024-06-21,2025-08-18,190000.0,,0
France,France,71318000,Audit,Other,Services,15,20,3,3,2024-01-30,2024-12-09,,,0
Ireland,Ireland,34928400.0,Urban furniture.,Other,Urban furniture.,15,20,3,3,2023-10-04,2025-05-21,2787500.0,,0
France,France,"274,446,21","Prestations de services,Expertise comptable,Audit",Other,Services,15,20,3,3,2025-06-07,2026-05-04,,,0
United Kingdom,United Kingdom,80540000,Environmental training services,Other,Environmental training services,15,20,3,3,2023-08-16,2025-02-03,,,0
United Kingdom,United Kingdom,30211300,Computer platforms,Other,Computer platforms,15,20,3,3,2025-04-15,2026-02-13,,,0
Ireland,Ireland,64216120.0,Electronic mail services.,Other,Electronic mail services.,15,20,3,3,2024-09-06,2025-08-22,150000.0,,0
France,France,79212300,"Audit,Expertise comptable",Other,Services,15,20,3,3,2023-08-18,2025-03-15,,,0
Ireland,Ireland,45214800.0,Training facilities building.,Other,Training facilities building.,15,20,3,3,2024-01-31,2025-12-08,220000.0,,0
United Kingdom,United Kingdom,71321400,Ventilation consultancy services,Other,Ventilation consultancy services,15,20,3,3,2023-11-16,2024-03-04,,,0
United Kingdom,United Kingdom,80560000,Health and first-aid training services,Other,Health and first-aid training services,15,20,3,3,2024-01-17,2025-09-25,,,0
France,France,79212300,"Expertise comptable,Audit",Other,Services,15,20,3,3,2024-04-22,2026-04-14,,,0
United Kingdom,United Kingdom,79131000,Documentation services,Other,Documentation services,15,20,3,3,2025-02-03,2025-03-31,,,0
United Kingdom,United Kingdom,64121000,Multi-modal courier services,Other,Multi-modal courier services,15,20,3,3,2023-10-12,2025-01-14,,,0
United Kingdom,United Kingdom,30199710,Printed envelopes,Other,Printed envelopes,15,20,3,3,2023-08-29,2024-06-19,,,0
France,France,"19,21,274","Assistance technique,Audit,Prestations de services",Other,Services,15,20,3,3,2024-04-23,2026-07-21,,,0
France,France,71621000,Audit,Other,Services,15,20,3,3,2024-03-25,2024-10-11,,,0
France,France,"21,19","Audit,Assistance technique",Other,Services,15,20,3,3,2024-02-28,2025-03-08,,,0
France,France,71314200,Audit,Other,Services,15,20,3,3,2024-02-07,2025-05-08,,,0
Canada federal,Canada,*76110000 *76111500,*Cleaning and janitorial services *General building and office cleaning and maintenance services,Other,*Cleaning and janitorial services *General building and office cleaning and maintenance services,15,20,3,3,2024-11-13,2025-10-08,,,0
